Лiневiча Яраслава Львовiча
Цішкаўца Андрэя Аляксандравiча
Цэхнавецкага Васiлiя Уладзiмiравiча
Чавусава Дзмiтрыя Мiкалаевiча
Чалея Вячаслава Рыгоравiча
Чарнянкову Галiну Iванаўну
Шабашаву Людмiлу Яўгеньеўну
Шамелава Анатолiя Аляксандравiча
Шаранду Андрэя Мiкалаевiча
Шацілу Андрэя Аляксандравiча
Шчарбачэню Руслана Пятровiча
Шчурко Сяргея Уладзiмiравiча
Язерскую Таццяну Уладзiмiраўну
Якубенку Сяргея Анатольевiча
Дайнеку Аляксандра Iванавіча
Краўчанку Mixaілa Варфаламеевіча
Рудзінскаса Віталія Iонасавіча
Цеслюка Iвана Мікалаевіча
Жураўскага Мiкалая Юльянавiча
!=Даніл: Мікіт
!=Іль: Ілл|
Вагабава Абдулвагаба Іcaкaвічa
Вашкевiча Леанiда Iльiча
Гаўруцiкава Алега Аркадзьевiча
Грыневiча Славамiра Станiслававiча
Кашкалда Людмiлу Рыгораўну
Клiмовiча Валерыя Iванавiча
Пачценнага Васiлiя Мiхайлавiча
Поляка Вiктара Васiльевiча
Сашнянiна Паўла Паўлавiча
Станкевiча Юрыя Альбертавiча
Супоненку Мiхаiла Лявонавiча
Турко Iвана Эдмундавiча
Фiлiповiча Аляксея Мiхайлавiча
Фянько Георгiя Аляксандравiча
Храпатага Мiкалая Рыгоравiча
Якавенка Вольгу Васiльеўну
Старасветаву Сяргею Фёдаравiчу
Ушкевiчу Алегу Iванавiчу
Кушнiр Вiкторыi Сяргееўне
Ажыгаву Алегу Хаматханавiчу
Хрытонаву Пятру Iванавiчу
Казаку Мiкалаю Пятровiчу
Пятрэнi Таццяне Алегаўне
Грышана Сяргея Аляксандравiча
Любімава Андрэя Юр’евiча
Рыбака Уладзiмiра Уладзiмiравiча
Тыльца Мiкалая Мiхайлавiча
Тышкевіча Вячаслава Вiкенцьевiча
Азаранку Юрыя Васiльевiча
Балабуева Валерыя Юр’евiча
Будніка Дзмiтрыя Мiкалаевiча
Булаўку Сяргея Мiхайлавiча
Вайтовіча Генадзiя Васiльевiча
Вараб’ёва Валерыя Валянцiнавiча
Вароніна Сяргея Мiкалаевiча
Вашкевіча Уладзiмiра Леанiдавiча
Гамолу Максіма Аляксандравiча
Кавалёва Уладзiслава Мiхайлавiча
Козака Сяргея Станiслававiча
Кудзіновіча Андрэя Вiктаравiча
Ломаця Iвана Вiктаравiча
Мінчукова Мiхаiла Мiкалаевiча
Міхеенку Аляксандра Аляксеевiча
Памалейко Аляксандра Мiкалаевiча
Панкевіча Уладзiмiра Васiльевiча
Паўлюшчыка Сяргея Уладзiмiравiча
Рошчына Уладзiмiра Анатольевiча
Рукаля Аляксандра Рыгоравiча
Рэзенкова Дзмiтрыя Юр’евiча
Свірыда Максіма Аляксандравiча
Святлічнага Дзмiтрыя Аляксандравiча
Тамашука Iгара Леанiдавiча
Федарэнку Юрыя Вiтальевiча
Хамякова Аляксандра Аляксандравiча
Юркевіча Мiкалая Мiкалаевiча
Абрамава Iвана Iванавiча
Агародніка Мiкалая Усеваладавiча
Аглушэвіча Аляксандра Уладзiмiравiча
Ажыгара Iгара Леанiдавiча
Азарку Аляксандра Аляксандравiча
Акаронку Уладзiмiра Сцяпанавiча
Альшэўскага Уладзiмiра Уладзiмiравiча
Аляксеенку Аляксандра Мiхайлавiча
Андросіка Анатолiя Рыгоравiча
Анісковіча Дзмiтрыя Эдвардавіча
Арлова Юрыя Вiктаравiча
Арлоўскага Юрыя Леанiдавiча
Бабея Алега Пятровiча
Багалюбава Андрэя Мiхайлавiча
Бадзяку Вадзiма Дзмiтрыевiча
Балкоўскага Аляксандра Сяргеевiча
Банцэвіча Вiталiя Чэслававiча
Баравіка Пятра Леанiдавiча
Баравую Алену Уладзiмiраўну
Белазора Сяргея Мiкалаевiча
Бітука Дзмiтрыя Барысавiча
Блецько Уладзiмiра Мiхайлавiча
Блізнюка Мiкалая Анатольевiча
Брукунову Iрыну Аляксандраўну
Буйніцкага Юрыя Яўгеньевiча
Булдакова Аляксандра Аляксандравiча
Бурло Сяргея Уладзiмiравiча
Быстранкова Дзмiтрыя Валер’евiча
Бяззубенку Сяргея Уладзiмiравiча
Бяспалава Вiталiя Аляксандравiча
Вайтовіча Аляксандра Расцiслававiча
Вакуліча Сяргея Мiхайлавiча
Валеўку Сяргея Уладзiмiравiча
Варанько Аляксандра Канстанцiнавiча
Варэйку Сяргея Аляксандравiча
Веліканаву Дзіну Мiкалаеўну
Віктаровіча Аляксандра Эдуардавiча
Вінакурава Аляксея Уладзiмiравiча
Вырвіча Юрыя Аляксандравiча
Габрыельчыка Дзмiтрыя Iгаравiча
Гайчука Сяргея Мiкалаевiча
Ганатоўскага Андрэя Генадзьевiча
Ганчарэнку Эдуарда Аляксандравiча
Гіголу Мар’яна Эдуардавiча
Грыбоўскага Уладзiслава Мiкалаевiча
Грыбчука Алега Мiкалаевiча
Грынько Валерыя Андрэевiча
Грынько Кірыла Вiктаравiча
Гузенкова Дзмiтрыя Аляксандравiча
Гуліна Мiкалая Аляксеевiча
Гусева Iгара Анатольевiча
Гучэнку Юрыя Мiхайлавiча
Далівайлу Вiталiя Мiхайлавiча
Дзерыколенку Аляксандра Аляксандравiча
Дзетчыка Вiталiя Рышардавіча
Дзмітрова Аляксандра Уладзiмiравiча
Дзямідзіка Валерыя Аляксеевiча
Драздова Аляксандра Вiктаравiча
Дубаўца Рамана Аляксандравiча
Дубіна Дзмiтрыя Аляксандравiча
Дубовіка Кірыла Мiкалаевiча
Думнага Вiталя Сяргеевіча
Ермалінскага Iвана Валер’евiча
Жарнасека Сяргея Рыгоравiча
Жука Андрэя Рыгоравiча
Жыгара Уладзiмiра Вiктаравiча
Жыцкага Iгара Аляксеевiча
Зайцава Юрыя Вiктаравiча
Залатарскую Алену Уладзiмiраўну
Захара Аляксандра Эдуардавiча
Захарэнкава Аляксея Уладзiмiравiча
Захарэнку Андрэя Сяргеевiча
Збароўскага Мiкалая Рыгоравiча
Зенчанку Яўгенiя Валянцiнавiча
Зябору Сяргея Мiкалаевiча
Івуця Станiслава Генрыкавiча
Ісаеню Дзмiтрыя Уладзiмiравiча
Ісакаву Iрыну Васiльеўну
Кабанчука Уладзiмiра Мiхайлавiча
Кабяка Аляксандра Мiкалаевiча
Кавалеўскага Сяргея Аляксандравiча
Кавалёнка Iвана Паўлавіча
Кавылова Андрэя Уладзiмiравiча
Казака Сяргея Васiльевiча
Казлова Яўгена Аляксандравiча
Калягу Вiктара Вiтольдавiча
Канцавога Аляксандра Уладзiмiравiча
Каранкевіча Мiхаiла Анатольевiча
Каржа Аляксандра Мiкалаевiча
Каротчанкава Андрэя Валянцiнавiча
Касінскага Мiкалая Мiхайлавiча
Касцянка Аляксандра Анатольевiча
Катаева Андрэя Валер’евiча
Катусава Дзмiтрыя Валер’евiча
Качагарава Генадзiя Iванавiча
Кірыленку Аляксандра Вiктаравiча
Клыкоўскага Мiкалая Анатольевiча
Ключанава Уладзiмiра Уладзiмiравiча
Кнігу Юрыя Леанiдавiча
Корабава Паўла Генадзьевiча
Коўзу Станiслава Вiктаравiча
Краўцова Дзмiтрыя Леанiдавiча
Краўчанку Сяргея Уладзiмiравiча
Крупянкова Дзмiтрыя Сяргеевiча
Крыварота Алега Уладзiмiравiча
Крывашэева Алега Пятровiча
Кугача Аляксандра Васiльевiча
Кудласевіча Валерыя Уладзiмiравiча
Кузняцова Паўла Мiкалаевiча
Кузьменку Рыгора Леанiдавiча
Кулакевіча Уладзiмiра Мiкалаевiча
Кулакоўскага Сяргея Аляксеевiча
Кушнера Вiталiя Рыгоравiча
Лабодзіна Алега Аляксандравiча
Лазарава Аляксандра Аляксандравiча
Ластоўскага Аляксандра Андрэевiча
Лаўрэнава Аляксандра Вiктаравiча
Лаўрэнава Вiктара Вячаслававiча
Леанюка Андрэя Мiкалаевiча
Логінава Аляксея Аляксандравiча
Лугоўскага Сяргея Рыгоравiча
Лукашэвіча Анатолiя Канстанцiнавiча
Лыбзікава Сяргея Дзмiтрыевiча
Любезнага Андрэя Мiхайлавiча
Мадэнава Iгара Мiкалаевiча
Макарэвіча Вячаслава Анатольевiча
Макарэвіча Юрыя Валер’евiча
Максіменку Юрыя Андрэевiча
Малахава Канстанцiна Паўлавіча
Маляўку Анатолiя Юр’евiча
Мароза Якава Якаўлевiча
Марозава Алега Васiльевiча
Марсікава Эдуарда Вiктаравiча
Марчука Руслана Анатольевiча
Масальскага Валерыя Iванавiча
Машчара Вiктара Аляксандравiча
Мікуліча Андрэя Уладзiмiравiча
Мядзведзева Дзмiтрыя Вiктаравiча
Мядзелку Аляксандра Генадзьевiча
Нікалаеню Алега Аляксеевiча
Нічыпара Уладзiмiра Уладзiмiравiча
Новіка Аляксандра Валер’евiча
Новіка Аляксандра Фёдаравiча
Осіпава Алега Аляксеевiча
Пазнякова Iгара Аляксандравiча
Палешчука Сяргея Васiльевiча
Палубока Валерыя Антонавiча
Пальчынскага Аляксандра Аляксандравiча
Параскевіча Аляксандра Алегавiча
Паўлава Максіма Аляксандравiча
Паўлава Цімура Леанiдавiча
Паўлава Юрыя Аляксеявiча
Паўловіча Андрэя Мiхайлавiча
Пачкова Вiталiя Вiктаравiча
Петуха Сяргея Мiкалаевiча
Плісікава Аляксандра Вiктаравiча
Полаза Дзмiтрыя Аляксеевiча
Пракаповіча Андрэя Iванавiча
Пракопчыка Мiхаiла Часлававiча
Прохарчыка Уладзiмiра Яўгеньевiча
Пузырнага Валерыя Вiктаравiча
Пупко Аляксандра Анатольевiча
Пятрыкевіча Аляксея Валер’евiча
Рагалевіча Аляксандра Аляксандравiча
Радзейку Аляксандра Леанiдавiча
Раманенку Алега Аляксандравiча
Раманоўскага Станiслава Рыгоравiча
Раўнейку Алега Вiктаравiча
Русака Уладзiмiра Iванавiча
Рыцікава Сяргея Аляксандравiча
Рэбкаўца Мiхаiла Мiкалаевiча
Рэпчыну Вольгу Валянцiнаўну
Сакалоўскага Вiктара Эдмундавiча
Саламандру Сяргея Iгнацьевiча
Салаўя Васiлiя Аляксандравiча
Сегеня Аляксандра Аляксеевiча
Селязнева Сяргея Сяргеевiча
Серафімава Андрэя Уладзiмiравiча
Сіняўскага Сяргея Iванавiча
Смаля Андрэя Фёдаравiча
Станкевіча Алега Аляксеевiча
Струкоўскага Юрыя Яўгеньевiча
Стрыгалёва Аляксандра Мiхайлавiча
Судзенку Аляксандра Мiхайлавiча
Сурвілу Дзмiтрыя Вiктаравiча
Сцяпуру Валерыя Мiхайлавiча
Ткачова Руслана Уладзiмiравiча
Тонкага Iгара Аляксандравiча
Туруту Сяргея Iванавiча
Уласіка Дзмiтрыя Валянцiнавiча
Фаменкова Андрэя Мiхайлавiча
Федаровіча Валерыя Станiслававiча
Федаровіча Леанiда Васiльевiча
Харэвіча Мiхаiла Рыгоравiча
Хілько Аляксандра Васiльевiча
Ходаса Сяргея Мiкалаевiча
Хорава Дзмiтрыя Сяргеевiча
Цалюка Аляксандра Аляксандравiча
Церашкова Канстанцiна Васiльевiча
Чэшку Дзмiтрыя Сяргеевiча
Шамёнка Мiкалая Мiкалаевiча
Шапталу Дзянiса Уладзiмiравiча
Шаўкунова Сяргея Мiкалаевiча
Шаўцова Юрыя Уладзiмiравiча
Шаціла Людмiлу Пятроўну
Шведа Аляксандра Мiхайлавiча
Шкілевіча Дзмiтрыя Рыгоравiча
Шкуратава Андрэя Анатольевiча
Шпока Алену Валянцiнаўну
Шутава Дзмiтрыя Вiктаравiча
Шутко Андрэя Анатольевiча
Шыманіцу Вiктара Iосiфавiча
Шыманскага Анатолiя Антонавiча
Шышковіча Юрыя Тадэвушавiча
Юнака Андрэя Уладзiмiравiча
Юрчанку Максіма Мiхайлавiча
Юрэню Дзмiтрыя Аляксандравiча
Ягорава Аляксандра Анатольевiча
Якубоўскага Андрэя Вiктаравiча
Ярмольчыка Мiкалая Мiхайлавiча
Яроцкага Васiля Васiльевiча
Яўменава Андрэя Рыгоравiча
Аляксеева Валерыя Сцяпанавiча
Глазко Сяргея Мiкалаевiча
Калеснiкаву Святлану Пятроўну
Хацулева Сяргея Макаравiча
Якубца Валерыя Паўлавiча
Астапчука Эдуарда Анатольевiча
Гамелькова Генадзія Аркадзьевiча
Герасіменку Васілія Васільевiча
Жогала Аляксандра Мікалаевiча
Кірынскага Мікалая Андрэевiча
Кубаку Івана Іванавiча
Масюка Аляксандра Мікалаевiча
Пучкова Эдуарда Васільевiча
Скупейко Сяргея Васільевiча
Антановіча Дзмiтрыя Лявонцьевіча
Барэя Аляксандра Iванавіча
Бялевіча Аляксея Вiктаравіча
Iгнатава Сяргея Уладзiмiравiча
Канапліцкага Мiхаіла Міхайлавіча
Ката Віталія Фёдаравiча
Максімовіча Вiталiя Вячаслававіча
Пакорскую Наталлю Mікалаеўну
Перашчука Уладзiмiра Уладзiмiравіча
Пякарчыка Вадзiма Георгiевiча
Хілюціча Андрэя Сяргеевiча
Шуневіча Алега Аляксандравiча
Якушыка Аляксандра Мiкалаевіча
Асiпенку Алега Леанiдавiча
Васько Юрыя Мiкалаевiча
Круглея Генадзя Іосiфавiча
Болцiка Iгара Генадзьевiча
Калодзiстую Святлану Iванаўну
Лагойкiна Уладзiмiра Уладзiмiравіча
Мiсюту Васілія Мікалаевіча
Сiлiча Андрэя Аляксандравiча
Стасевiча Аляксандра Уладзiмiравiча
Нiкалайкiна Вiктара Паўлавiча
Пыркiна Аляксандра Аляксандравiча
Бальчунаса Артура Адальфасавiча
Барышчука Аляксандра Уладзiмiравiча
Бранавiцкага Вiктара Казiмiравiча
Вештарта Казiмiра Iгнацьевiча
Грыневiча Уладзiмiра Рыгоравiча
Зуева Уладзiмiра Мiкалаевiча
Iгралава Юрыя Фёдаравiча
Кудыму Леанiда Дзмiтрыевiча
Купрэева Пятра Паўлавiча
Лаўрыновiча Вадзiма Валер’евiча
Нiкалаенку Юрыя Рыгоравiча
Саўчука Васiля Пятровiча
Толкуна Сяргея Расцiслававiча
Фурашова Руслана Васiльевiча
Хамянок Наталлю Вiктараўну
Цярэшчанку Мiхаiла Якаўлевiча
Яфрэмава Барыса Сяргеевiча
Гулевiча Мiкалая Юр’евiча
Круцько Мiкалаю Паўлавiчу
Кашэвiчу Валянцiну Пятровiчу
Сашчанка Раісу Мiкалаеўну
Мазырца Мiкалая Мiхайлавiча
Куцко Мiкалая Васiльевiча
